,iteration,metric,value,index,hyperparameters
0,full_train_raw_first_shot,,0.873011196228638,model_name_or_path,sentence-transformers/paraphrase-mpnet-base-v2
1,eval_raw_first_shot,,0.875,dataset,SetFit/CR
2,full_train_trained_first_shot,,0.879787860931054,train_dataset_size,3394
3,eval_trained_first_shot,,0.880319148936170,random_seed,111
4,data_selector,1,1.0,dataset_train_split,train
5,full_train_setfit_iteration,1,0.895403653506187,dataset_test_split,test
6,cur_train_setfit_iteration,1,1.0,hypothesis_template,The sentiment in this text is {}.
7,full_train_first_shot_iteration,1,0.887153800824985,multi_target_strategy,None
8,eval_first_shot_iteration,1,0.890957446808510,use_differentiable_head,False
9,eval_setfit_iteration,1,0.885638297872340,num_iterations,20
10,data_selector,2,1.0,num_setfit_iterations,2
11,full_train_setfit_iteration,2,0.913376546847377,num_epochs,1
12,cur_train_setfit_iteration,2,1.0,samples_per_label,4
13,full_train_first_shot_iteration,2,0.901296405421331,normalize_embeddings,False
14,eval_first_shot_iteration,2,0.909574468085106,selection_strategy,alternate
15,eval_setfit_iteration,2,0.928191489361702,batch_size,8
16,data_selector,3,1.0,var_samples_per_label,None
17,full_train_setfit_iteration,3,0.909546258102533,var_selection_strategy,None
18,cur_train_setfit_iteration,3,1.0,learning_rate,2e-05
19,full_train_first_shot_iteration,3,0.902180318208603,body_learning_rate,1e-06
20,eval_first_shot_iteration,3,0.914893617021276,num_body_epochs,2
21,eval_setfit_iteration,3,0.925531914893617,freeze_head,False
22,data_selector,4,0.9765625,freeze_body,False
23,full_train_setfit_iteration,4,0.898350029463759,train_first_shot,True
24,cur_train_setfit_iteration,4,0.9765625,allow_resampling,False
25,full_train_first_shot_iteration,4,0.895698291101944,growth_rate,2
26,eval_first_shot_iteration,4,0.922872340425531,growth_threshold,0.05
27,eval_setfit_iteration,4,0.914893617021276,starting_n,8
28,,,,cluster_permissiveness,100.
